Date,AAPL,DIA,JNJ,JPM,QQQ,SPY,TSLA,WMT,XLE,XLF,XLK,XLP,XLV,XLY,XOM
2021-04-16,130.79354858398438,314.2955017089844,141.6353302001953,135.79518127441406,332.3152770996094,390.7780456542969,246.5933380126953,43.973663330078125,20.24555015563965,32.61281204223633,69.05200958251953,61.54605484008789,112.54268646240234,86.52432250976562,47.0952262878418
2021-04-19,131.45645141601562,313.27490234375,142.02818298339844,135.21937561035156,329.2740173339844,388.8581848144531,238.2100067138672,43.69219970703125,20.224639892578125,32.520694732666016,68.47856903076172,61.30801773071289,112.57048034667969,85.55262756347656,46.94560623168945
2021-04-20,129.76988220214844,310.8570251464844,145.3368377685547,132.225341796875,326.8740234375,386.01104736328125,239.663330078125,44.02995300292969,19.68921661376953,31.912656784057617,67.87141418457031,61.64301681518555,113.00590515136719,84.47510528564453,45.95648956298828
2021-04-21,130.15008544921875,313.7805480957031,145.432861328125,133.35032653808594,329.6723327636719,389.66357421875,248.0399932861328,44.15816879272461,19.94019889831543,32.35486602783203,68.55567169189453,61.95158386230469,114.3399887084961,85.60071563720703,46.546630859375
2021-04-22,128.62924194335938,310.8570251464844,144.2019500732422,130.54229736328125,325.6983947753906,386.1047668457031,239.89666748046875,43.679683685302734,19.705949783325195,31.995573043823242,67.75094604492188,61.49314880371094,113.83042907714844,84.65308380126953,45.93986511230469
2021-04-23,130.94949340820312,312.9806823730469,144.498779296875,133.04031372070312,329.7987365722656,390.291015625,243.13333129882812,43.75161361694336,19.885818481445312,32.59440231323242,68.76287841796875,61.33444595336914,114.58084869384766,85.5382080078125,46.18921661376953
2021-04-26,131.33949279785156,312.4658203125,143.27658081054688,133.36802673339844,331.94610595703125,391.10577392578125,246.06666564941406,43.12928009033203,20.019670486450195,32.72338104248047,69.11465454101562,60.64680099487305,114.19174194335938,85.91341400146484,46.28064727783203
2021-04-27,131.01773071289062,312.42919921875,142.4559326171875,133.979248046875,330.508056640625,391.0215148925781,234.913330078125,43.27626419067383,20.262285232543945,32.98133087158203,68.94597625732422,60.60271453857422,113.53397369384766,85.8123779296875,46.887420654296875
2021-04-28,130.2280731201172,311.0868225097656,141.4083709716797,134.84735107421875,329.390625,390.9091491699219,231.46665954589844,43.12302780151367,20.960840225219727,33.11030197143555,68.30511474609375,60.64680099487305,113.19119262695312,85.71134948730469,48.300445556640625
2021-04-29,130.13058471679688,313.1094665527344,143.34640502929688,137.4693603515625,330.5760498046875,393.4003601074219,225.6666717529297,43.667171478271484,21.19508171081543,33.69991683959961,68.24729919433594,61.290374755859375,112.73725128173828,85.73542022705078,48.99032974243164
2021-04-30,128.16128540039062,311.61090087890625,142.06307983398438,136.2469024658203,328.4092712402344,390.8155212402344,236.47999572753906,43.75474548339844,20.659669876098633,33.40510940551758,67.31727600097656,61.343284606933594,112.40372467041016,86.06732940673828,47.57731628417969
2021-05-03,129.21417236328125,313.60589599609375,144.22816467285156,135.8483428955078,326.6603088378906,391.65838623046875,228.3000030517578,44.445892333984375,21.228548049926758,33.57094192504883,67.12933349609375,61.845802307128906,113.68218994140625,85.65843963623047,48.890586853027344
2021-05-04,124.64186096191406,313.9552917480469,146.46302795410156,137.7262420654297,320.7817687988281,389.24212646484375,224.53334045410156,44.00806427001953,21.241098403930664,33.838111877441406,65.92466735839844,61.528419494628906,113.80262756347656,84.76371765136719,49.19812774658203
2021-05-05,124.88558959960938,314.6814880371094,145.85191345214844,139.5333251953125,319.70330810546875,389.3639221191406,223.64666748046875,43.97053146362305,21.927106857299805,34.11448669433594,65.76564025878906,61.484344482421875,114.00645446777344,84.49915313720703,50.677642822265625
2021-05-06,126.48442840576172,317.6512145996094,146.43685913085938,142.3413543701172,322.1129150390625,392.4731750488281,221.17999267578125,44.28449630737305,22.04004669189453,34.621185302734375,66.42579650878906,62.277801513671875,114.1546630859375,84.68193054199219,51.15974044799805
2021-05-07,127.15827178955078,319.8301696777344,147.1002960205078,142.8285675048828,324.7267150878906,395.32958984375,224.1233367919922,44.01762771606445,22.433246612548828,34.80542755126953,66.99440002441406,62.277801513671875,114.94214630126953,85.4419937133789,51.89118576049805
2021-05-10,123.87699127197266,319.7012634277344,148.64553833007812,142.81080627441406,316.5259094238281,391.414794921875,209.67999267578125,44.212284088134766,22.441612243652344,34.777801513671875,65.30307006835938,62.753875732421875,115.09037780761719,83.92190551757812,52.015865325927734
2021-05-11,122.95905303955078,315.2608337402344,147.43202209472656,140.4368438720703,316.0887145996094,387.92156982421875,205.73333740234375,43.81355285644531,21.864360809326172,34.160560607910156,65.10548400878906,62.207252502441406,113.84896087646484,82.97425079345703,50.36178970336914
